,edition,ruling,number_ruling,lie
4321,Ohio,True,0,0
4322,Georgia,False,4,1
4323,Georgia,False,4,1
4325,Ohio,Mostly False,3,1
4326,Florida,True,0,0
4327,Georgia,False,4,1
4329,Ohio,True,0,0
4330,Texas,Mostly True,1,0
4332,New Jersey,Mostly False,3,1
4333,Texas,True,0,0
4336,Georgia,Half-True,2,0
4337,New Jersey,Half-True,2,0
4338,Ohio,Mostly False,3,1
4339,Wisconsin,True,0,0
4341,Florida,False,4,1
4342,Wisconsin,False,4,1
4343,Wisconsin,Half-True,2,0
4344,Georgia,Mostly True,1,0
4345,New Jersey,Mostly False,3,1
4346,Rhode Island,Mostly False,3,1
4347,New Jersey,Half-True,2,0
4348,Oregon,Half-True,2,0
4349,Texas,Half-True,2,0
4350,Ohio,True,0,0
4353,Georgia,Mostly True,1,0
4354,Texas,Mostly True,1,0
4355,Oregon,Mostly True,1,0
4357,Ohio,Mostly True,1,0
4358,Rhode Island,True,0,0
4361,Texas,Half-True,2,0
4362,Georgia,False,4,1
4363,Ohio,Mostly True,1,0
4364,Wisconsin,Mostly False,3,1
4366,New Jersey,Half-True,2,0
4369,New Jersey,Half-True,2,0
4370,Ohio,Mostly True,1,0
4372,Rhode Island,True,0,0
4373,Georgia,False,4,1
4374,Florida,Half-True,2,0
4375,Florida,Half-True,2,0
4376,Ohio,Mostly False,3,1
4378,Florida,Pants on Fire!,5,1
4379,Georgia,Half-True,2,0
4380,Texas,Mostly True,1,0
4381,Wisconsin,Mostly True,1,0
4382,Wisconsin,True,0,0
4384,New Jersey,Mostly False,3,1
4385,New Jersey,False,4,1
4386,Rhode Island,True,0,0
4387,Rhode Island,False,4,1
4388,Ohio,Mostly False,3,1
4389,Texas,Mostly True,1,0
4391,Georgia,False,4,1
4392,Texas,Mostly True,1,0
4394,Oregon,Mostly True,1,0
4395,Florida,False,4,1
4396,Florida,Mostly True,1,0
4397,Texas,Mostly False,3,1
4398,Wisconsin,Half-True,2,0
4399,Ohio,Half-True,2,0
4407,Ohio,Mostly False,3,1
4408,Virginia,False,4,1
4409,Texas,Half-True,2,0
4410,New Jersey,Mostly False,3,1
4413,Wisconsin,Mostly True,1,0
4414,Wisconsin,Half-True,2,0
4415,Florida,Mostly False,3,1
4417,Wisconsin,False,4,1
4419,Rhode Island,Mostly False,3,1
4420,Georgia,Half-True,2,0
4421,Virginia,Pants on Fire!,5,1
4424,New Jersey,Mostly False,3,1
4425,Rhode Island,True,0,0
4426,Florida,True,0,0
4427,Florida,Mostly True,1,0
4428,New Jersey,Mostly True,1,0
4429,New Jersey,Half-True,2,0
4430,Texas,Mostly False,3,1
4431,Texas,Half-True,2,0
4432,Oregon,Mostly False,3,1
4433,Ohio,Mostly True,1,0
4435,Florida,Mostly True,1,0
4438,Georgia,False,4,1
4440,Florida,Mostly True,1,0
4441,Wisconsin,False,4,1
4442,Georgia,Mostly True,1,0
4443,Ohio,Mostly True,1,0
4451,New Jersey,Half-True,2,0
4453,Rhode Island,False,4,1
4455,Wisconsin,Half-True,2,0
4456,Ohio,Half-True,2,0
4457,Texas,Half-True,2,0
4460,New Jersey,Half-True,2,0
4461,Texas,True,0,0
4462,Georgia,False,4,1
4463,Rhode Island,True,0,0
4464,Ohio,Mostly True,1,0
4465,Oregon,False,4,1
4466,Virginia,True,0,0
4467,Florida,Half-True,2,0
4468,Florida,True,0,0
4469,Virginia,Pants on Fire!,5,1
4470,New Jersey,Mostly True,1,0
4471,New Jersey,Pants on Fire!,5,1
4473,Wisconsin,False,4,1
4474,Rhode Island,Half-True,2,0
4475,Wisconsin,Mostly True,1,0
4476,Texas,Half-True,2,0
4477,Texas,Mostly True,1,0
4479,Florida,False,4,1
4480,Oregon,Mostly False,3,1
4481,Texas,Half-True,2,0
4482,Ohio,Half-True,2,0
4484,Wisconsin,False,4,1
4487,New Jersey,Mostly False,3,1
4488,Georgia,False,4,1
4489,Rhode Island,False,4,1
4491,Texas,Half-True,2,0
4492,Ohio,Half-True,2,0
4493,New Jersey,True,0,0
4495,Florida,Mostly True,1,0
4496,Florida,Mostly True,1,0
4498,Florida,Mostly False,3,1
4499,Ohio,Half-True,2,0
4500,Texas,Half-True,2,0
4502,Georgia,Pants on Fire!,5,1
4503,Texas,Half-True,2,0
4507,New Jersey,Half-True,2,0
4509,Wisconsin,False,4,1
4510,New Jersey,False,4,1
4511,Ohio,Half-True,2,0
4512,Rhode Island,Mostly False,3,1
4513,Wisconsin,Mostly True,1,0
4514,Oregon,True,0,0
4515,Virginia,Mostly True,1,0
4516,Texas,Mostly False,3,1
4518,New Jersey,Half-True,2,0
4519,New Jersey,False,4,1
4520,Ohio,True,0,0
4521,Florida,Mostly False,3,1
4522,Oregon,Half-True,2,0
4523,Texas,Mostly True,1,0
4524,Wisconsin,Mostly True,1,0
4525,Wisconsin,True,0,0
4528,Rhode Island,False,4,1
4529,Ohio,Mostly True,1,0
4530,Oregon,False,4,1
4531,Texas,Half-True,2,0
4536,Texas,Mostly False,3,1
4537,Ohio,Pants on Fire!,5,1
4538,Florida,Mostly False,3,1
4541,Florida,Half-True,2,0
4543,Wisconsin,False,4,1
4544,Rhode Island,Mostly False,3,1
4546,Ohio,Mostly False,3,1
4547,Texas,False,4,1
4548,Oregon,False,4,1
4549,New Jersey,True,0,0
4550,Georgia,True,0,0
4551,New Jersey,Mostly False,3,1
4552,Wisconsin,False,4,1
4553,Wisconsin,Half-True,2,0
4555,New Jersey,Pants on Fire!,5,1
4556,Texas,True,0,0
4557,Oregon,True,0,0
4558,Ohio,True,0,0
4560,Georgia,Pants on Fire!,5,1
4562,Florida,False,4,1
4563,Ohio,True,0,0
4565,Florida,Mostly True,1,0
4566,Georgia,Half-True,2,0
4567,Ohio,True,0,0
4568,Texas,Half-True,2,0
4569,New Jersey,False,4,1
4570,Wisconsin,Mostly False,3,1
4571,Ohio,True,0,0
4574,Oregon,Mostly False,3,1
4576,Florida,Mostly False,3,1
4577,Wisconsin,Half-True,2,0
4580,Georgia,Mostly True,1,0
4581,Wisconsin,Half-True,2,0
4582,Texas,Mostly False,3,1
4583,Wisconsin,Mostly False,3,1
4584,Rhode Island,False,4,1
4585,Oregon,False,4,1
4586,Texas,Half-True,2,0
4588,New Jersey,Mostly False,3,1
4589,Georgia,True,0,0
4590,Ohio,Mostly True,1,0
4591,Virginia,True,0,0
4594,Georgia,Half-True,2,0
4595,Ohio,Mostly True,1,0
4596,Wisconsin,False,4,1
4598,Virginia,False,4,1
4599,Florida,Mostly False,3,1
4600,Rhode Island,False,4,1
4602,Florida,False,4,1
4603,New Jersey,Mostly False,3,1
4606,Ohio,Mostly True,1,0
4607,Florida,Half-True,2,0
4608,New Jersey,False,4,1
4610,Texas,Mostly False,3,1
4612,Rhode Island,False,4,1
4613,New Jersey,True,0,0
4614,Wisconsin,True,0,0
4615,Wisconsin,False,4,1
4616,Ohio,Pants on Fire!,5,1
4617,Oregon,True,0,0
4618,Florida,Mostly False,3,1
4620,Georgia,Mostly True,1,0
4621,Rhode Island,True,0,0
4622,Oregon,Mostly True,1,0
4623,Virginia,Mostly False,3,1
4624,Texas,Mostly False,3,1
4625,Ohio,False,4,1
4626,Virginia,True,0,0
4627,Georgia,Mostly True,1,0
4630,Wisconsin,Half-True,2,0
4632,Texas,Mostly False,3,1
4634,New Jersey,True,0,0
4636,Ohio,False,4,1
4637,Wisconsin,False,4,1
4638,Texas,Half-True,2,0
4639,Texas,False,4,1
4640,Ohio,Pants on Fire!,5,1
4641,Wisconsin,False,4,1
4645,Florida,Half-True,2,0
4646,Oregon,Mostly True,1,0
4647,New Jersey,False,4,1
4648,Oregon,Mostly True,1,0
4649,Wisconsin,Half-True,2,0
4650,Rhode Island,Half-True,2,0
4652,New Jersey,Half-True,2,0
4653,Ohio,Mostly True,1,0
4654,Georgia,Half-True,2,0
4655,Virginia,True,0,0
4658,Georgia,False,4,1
4659,Ohio,True,0,0
4664,Rhode Island,Pants on Fire!,5,1
4666,Florida,Half-True,2,0
4667,Georgia,Mostly True,1,0
4668,Rhode Island,False,4,1
4669,Ohio,Mostly False,3,1
4671,Florida,False,4,1
4672,Ohio,Mostly True,1,0
4674,Wisconsin,Mostly False,3,1
4675,Wisconsin,True,0,0
4677,New Jersey,Mostly True,1,0
4678,Texas,Mostly True,1,0
4679,Oregon,Half-True,2,0
4681,New Jersey,Mostly True,1,0
4682,Wisconsin,False,4,1
4685,Georgia,False,4,1
4686,New Jersey,Pants on Fire!,5,1
4687,New Jersey,True,0,0
4688,Texas,True,0,0
4691,Texas,Half-True,2,0
4693,Georgia,True,0,0
4694,Texas,Mostly False,3,1
4695,Oregon,Mostly False,3,1
4696,Ohio,True,0,0
4697,Virginia,Mostly True,1,0
4698,Georgia,Mostly True,1,0
4699,Florida,False,4,1
4701,Ohio,Mostly False,3,1
4702,Wisconsin,False,4,1
4706,Florida,Mostly False,3,1
4707,Oregon,Half-True,2,0
4708,Ohio,Pants on Fire!,5,1
4709,New Jersey,Pants on Fire!,5,1
4711,Wisconsin,False,4,1
4712,Virginia,True,0,0
4713,Wisconsin,Mostly True,1,0
4714,Virginia,True,0,0
4715,New Jersey,Mostly True,1,0
4717,New Jersey,True,0,0
4719,Georgia,Half-True,2,0
4720,Rhode Island,Pants on Fire!,5,1
4721,Ohio,Mostly True,1,0
4722,Texas,Half-True,2,0
4724,Texas,False,4,1
4725,Rhode Island,Pants on Fire!,5,1
4726,Texas,Mostly True,1,0
4727,Georgia,True,0,0
4728,Oregon,Half-True,2,0
4730,Oregon,False,4,1
4731,Ohio,Mostly False,3,1
4735,Virginia,False,4,1
4736,Ohio,True,0,0
4739,Wisconsin,False,4,1
4740,Rhode Island,True,0,0
4741,New Jersey,True,0,0
4743,Ohio,True,0,0
4745,Georgia,Half-True,2,0
4746,New Jersey,Mostly True,1,0
4747,Ohio,Mostly False,3,1
4749,Texas,Half-True,2,0
4750,Texas,Mostly False,3,1
4751,Wisconsin,Half-True,2,0
4752,Texas,True,0,0
4753,New Jersey,False,4,1
4754,New Jersey,False,4,1
4755,Florida,Mostly False,3,1
4756,Florida,True,0,0
4757,Texas,Half-True,2,0
4763,Wisconsin,Mostly False,3,1
4765,Wisconsin,True,0,0
4768,Texas,Pants on Fire!,5,1
4769,Virginia,False,4,1
4770,Oregon,True,0,0
4771,Oregon,Mostly True,1,0
4772,Texas,Mostly False,3,1
4773,New Hampshire,False,4,1
4775,Rhode Island,False,4,1
4777,Rhode Island,False,4,1
4778,Georgia,Mostly True,1,0
4780,Oregon,Mostly True,1,0
4782,New Jersey,True,0,0
4783,Florida,Half-True,2,0
4784,Ohio,Mostly False,3,1
4785,Ohio,Mostly False,3,1
4787,New Jersey,Pants on Fire!,5,1
4788,New Jersey,True,0,0
4789,Texas,Mostly True,1,0
4791,Rhode Island,Mostly True,1,0
4792,Wisconsin,False,4,1
4793,Texas,Mostly False,3,1
4794,Texas,True,0,0
4795,Rhode Island,False,4,1
4796,Texas,Mostly False,3,1
4797,Texas,True,0,0
4798,Oregon,True,0,0
4799,Virginia,Half-True,2,0
4800,Virginia,True,0,0
4801,Florida,Half-True,2,0
4804,New Jersey,True,0,0
4805,Rhode Island,True,0,0
4808,New Jersey,False,4,1
4809,Georgia,False,4,1
4810,Rhode Island,Pants on Fire!,5,1
4811,Virginia,True,0,0
4812,New Jersey,True,0,0
4813,Oregon,Half-True,2,0
4814,Rhode Island,Half-True,2,0
4815,Oregon,Half-True,2,0
4816,Texas,False,4,1
4817,Texas,Mostly True,1,0
4818,New Jersey,True,0,0
4819,Georgia,True,0,0
4821,Ohio,Mostly True,1,0
4822,Wisconsin,Half-True,2,0
4825,New Jersey,Pants on Fire!,5,1
4827,Texas,False,4,1
4828,Ohio,False,4,1
4829,Wisconsin,Mostly False,3,1
4830,Wisconsin,Pants on Fire!,5,1
4831,New Jersey,Half-True,2,0
4832,Rhode Island,Mostly True,1,0
4834,New Jersey,Mostly False,3,1
4836,Georgia,Half-True,2,0
4838,Ohio,Mostly True,1,0
4839,Virginia,True,0,0
4841,Rhode Island,Mostly False,3,1
4843,Texas,Mostly True,1,0
4844,Wisconsin,False,4,1
4845,Oregon,Half-True,2,0
4849,Ohio,Mostly True,1,0
4855,Texas,False,4,1
4858,New Jersey,False,4,1
4859,Rhode Island,False,4,1
4860,Florida,Half-True,2,0
4861,Georgia,Mostly False,3,1
4862,Ohio,Mostly False,3,1
4864,Florida,Mostly False,3,1
4865,Florida,Half-True,2,0
4866,Florida,Mostly True,1,0
4867,Ohio,Half-True,2,0
4868,Florida,Mostly True,1,0
4869,Oregon,Pants on Fire!,5,1
4871,New Jersey,Mostly True,1,0
4872,Georgia,Half-True,2,0
4874,Texas,Half-True,2,0
4876,Ohio,Half-True,2,0
4877,Oregon,Mostly False,3,1
4878,Texas,Half-True,2,0
4879,New Jersey,False,4,1
4880,Rhode Island,Mostly True,1,0
4881,New Jersey,Mostly True,1,0
4883,Florida,Pants on Fire!,5,1
4884,New Jersey,False,4,1
4886,Florida,False,4,1
4889,Florida,Half-True,2,0
4890,Tennessee,Mostly True,1,0
4891,Georgia,Half-True,2,0
4892,Tennessee,Mostly False,3,1
4893,Tennessee,Pants on Fire!,5,1
4894,Rhode Island,Half-True,2,0
4895,Tennessee,Mostly True,1,0
4898,Wisconsin,Mostly True,1,0
4899,Oregon,False,4,1
4900,Oregon,True,0,0
4901,Oregon,Mostly True,1,0
4902,Oregon,True,0,0
4903,Oregon,Mostly False,3,1
4904,Oregon,True,0,0
4905,Texas,Mostly True,1,0
4906,Ohio,Pants on Fire!,5,1
4907,Virginia,True,0,0
4910,New Jersey,Half-True,2,0
4912,Florida,Half-True,2,0
4913,Rhode Island,Pants on Fire!,5,1
4914,Wisconsin,True,0,0
4915,Georgia,Pants on Fire!,5,1
4916,Tennessee,False,4,1
4918,Rhode Island,Half-True,2,0
4920,Ohio,True,0,0
4921,Oregon,Pants on Fire!,5,1
4923,New Jersey,Mostly True,1,0
4924,Wisconsin,False,4,1
4925,New Jersey,Mostly True,1,0
4926,New Jersey,True,0,0
4929,Ohio,Mostly True,1,0
4930,Virginia,False,4,1
4931,Georgia,Half-True,2,0
4932,Texas,Pants on Fire!,5,1
4933,Georgia,Mostly True,1,0
4934,Texas,Half-True,2,0
4935,Texas,Pants on Fire!,5,1
4938,Texas,Half-True,2,0
4939,Virginia,Pants on Fire!,5,1
4940,Oregon,Half-True,2,0
4941,Rhode Island,Pants on Fire!,5,1
4942,Ohio,Mostly True,1,0
4943,Tennessee,False,4,1
4944,Florida,Mostly True,1,0
4945,Georgia,Mostly True,1,0
4946,Ohio,Half-True,2,0
4947,Oregon,False,4,1
4951,Florida,True,0,0
4952,Tennessee,True,0,0
4953,Texas,Mostly True,1,0
4954,Florida,True,0,0
4957,Florida,Half-True,2,0
4958,Georgia,True,0,0
4960,Ohio,True,0,0
4961,Wisconsin,Mostly True,1,0
4962,Tennessee,True,0,0
4964,Oregon,Mostly False,3,1
4970,Florida,Mostly True,1,0
4971,Florida,Mostly True,1,0
4972,Florida,Half-True,2,0
4973,Tennessee,True,0,0
4974,New Jersey,True,0,0
4975,Rhode Island,False,4,1
4976,Ohio,Half-True,2,0
4977,Virginia,False,4,1
4980,Georgia,Half-True,2,0
4981,New Jersey,True,0,0
4982,New Jersey,False,4,1
4983,Ohio,True,0,0
4984,New Jersey,Half-True,2,0
4985,Florida,False,4,1
4986,Virginia,Mostly True,1,0
4988,Florida,False,4,1
4989,Wisconsin,Half-True,2,0
4990,Rhode Island,False,4,1
4992,Wisconsin,Mostly False,3,1
4994,Texas,Pants on Fire!,5,1
4995,Georgia,False,4,1
4997,Virginia,True,0,0
4998,Tennessee,Mostly True,1,0
4999,Tennessee,False,4,1
5000,Texas,Half-True,2,0
5001,Florida,True,0,0
5003,Rhode Island,Half-True,2,0
5005,Georgia,Mostly True,1,0
5006,Ohio,Half-True,2,0
5007,Wisconsin,True,0,0
5009,Georgia,Half-True,2,0
5010,Georgia,Half-True,2,0
5011,Wisconsin,Mostly True,1,0
5012,Virginia,False,4,1
5013,New Jersey,Mostly False,3,1
5014,New Jersey,Half-True,2,0
5015,New Jersey,Half-True,2,0
5017,Tennessee,Pants on Fire!,5,1
5018,New Jersey,Mostly True,1,0
5019,Texas,Mostly True,1,0
5020,New Jersey,False,4,1
5021,Georgia,True,0,0
5022,Rhode Island,Half-True,2,0
5023,Tennessee,Pants on Fire!,5,1
5024,New Jersey,Half-True,2,0
5025,Ohio,True,0,0
5026,Texas,False,4,1
5027,Virginia,True,0,0
5028,Florida,False,4,1
5029,Florida,Mostly True,1,0
5030,Georgia,True,0,0
5031,Wisconsin,Half-True,2,0
5032,Oregon,True,0,0
5034,Texas,False,4,1
5037,Texas,Pants on Fire!,5,1
5038,Rhode Island,Pants on Fire!,5,1
5039,Ohio,True,0,0
5040,Florida,Half-True,2,0
5041,New Jersey,Mostly True,1,0
5042,Virginia,Mostly True,1,0
5043,Oregon,Half-True,2,0
5048,Florida,Mostly True,1,0
5049,Tennessee,False,4,1
5050,Florida,Mostly True,1,0
5053,Florida,True,0,0
5054,Ohio,True,0,0
5055,Wisconsin,False,4,1
5056,Virginia,Mostly False,3,1
5057,New Jersey,Mostly False,3,1
5058,Rhode Island,Mostly True,1,0
5059,Georgia,Half-True,2,0
5060,Tennessee,False,4,1
5061,Ohio,Mostly False,3,1
5062,Wisconsin,True,0,0
5063,New Jersey,Half-True,2,0
5064,Texas,Mostly False,3,1
5065,Wisconsin,Half-True,2,0
5066,Rhode Island,Mostly False,3,1
5067,Texas,Half-True,2,0
5068,Georgia,Half-True,2,0
5070,Oregon,Mostly True,1,0
5071,Virginia,False,4,1
5072,Virginia,False,4,1
5075,Florida,False,4,1
5076,Rhode Island,True,0,0
5077,Florida,Half-True,2,0
5078,Oregon,True,0,0
5079,New Jersey,True,0,0
5080,Florida,Pants on Fire!,5,1
5081,New Jersey,True,0,0
5082,Georgia,Pants on Fire!,5,1
5084,Ohio,Pants on Fire!,5,1
5086,Wisconsin,Mostly False,3,1
5087,Oregon,True,0,0
5088,New Jersey,False,4,1
5089,Florida,True,0,0
5091,New Jersey,False,4,1
5094,Wisconsin,Pants on Fire!,5,1
5095,Florida,Mostly True,1,0
5096,Ohio,Half-True,2,0
5097,Texas,Half-True,2,0
5099,Wisconsin,Mostly True,1,0
5100,Texas,Pants on Fire!,5,1
5101,Tennessee,False,4,1
5102,Texas,Mostly True,1,0
5103,Texas,Mostly False,3,1
5104,Ohio,True,0,0
5105,Rhode Island,Mostly False,3,1
5106,Wisconsin,True,0,0
5107,Rhode Island,Mostly True,1,0
5108,Oregon,Half-True,2,0
5109,Tennessee,Half-True,2,0
5110,Georgia,Pants on Fire!,5,1
5111,Virginia,Mostly True,1,0
5112,Texas,True,0,0
5113,Georgia,Half-True,2,0
5114,Florida,Mostly True,1,0
5115,Georgia,Half-True,2,0
5117,Wisconsin,False,4,1
5118,Rhode Island,Half-True,2,0
5119,Florida,True,0,0
5120,Ohio,Mostly True,1,0
5122,Virginia,Half-True,2,0
5123,New Jersey,Mostly True,1,0
5124,Oregon,Mostly True,1,0
5125,Tennessee,Pants on Fire!,5,1
5128,New Jersey,False,4,1
5129,New Jersey,Half-True,2,0
5130,Wisconsin,False,4,1
5132,Florida,Pants on Fire!,5,1
5133,New Jersey,Mostly True,1,0
5134,Wisconsin,Mostly False,3,1
5135,Georgia,False,4,1
5137,Oregon,True,0,0
5138,Ohio,Half-True,2,0
5139,Wisconsin,False,4,1
5140,Wisconsin,True,0,0
5141,Georgia,True,0,0
5142,Texas,Mostly False,3,1
5144,Florida,True,0,0
5145,Texas,False,4,1
5147,Rhode Island,False,4,1
5148,Wisconsin,True,0,0
5149,Oregon,True,0,0
5150,Wisconsin,False,4,1
5151,Virginia,Half-True,2,0
5153,New Jersey,Mostly False,3,1
5156,Georgia,False,4,1
5158,Florida,False,4,1
5160,New Jersey,True,0,0
5161,Florida,False,4,1
5162,Ohio,Half-True,2,0
5163,Georgia,False,4,1
5164,Tennessee,Half-True,2,0
5165,New Jersey,False,4,1
5168,Ohio,Half-True,2,0
5169,Texas,Mostly True,1,0
5171,Oregon,False,4,1
5172,Florida,Half-True,2,0
5173,Texas,True,0,0
5174,Florida,Mostly True,1,0
5176,Texas,Half-True,2,0
5177,Rhode Island,Half-True,2,0
5178,Florida,Mostly True,1,0
5179,Rhode Island,True,0,0
5180,Georgia,True,0,0
5181,Ohio,False,4,1
5182,Virginia,Mostly False,3,1
5183,Texas,Mostly True,1,0
5184,New Jersey,Mostly False,3,1
5186,Texas,Half-True,2,0
5187,New Jersey,False,4,1
5189,Florida,True,0,0
5190,Florida,Half-True,2,0
5192,Florida,Mostly True,1,0
5193,Tennessee,Half-True,2,0
5194,Georgia,False,4,1
5195,Georgia,Mostly True,1,0
5196,Oregon,True,0,0
5197,Virginia,Mostly False,3,1
5198,Ohio,False,4,1
5200,Florida,Mostly False,3,1
5201,Ohio,True,0,0
5202,Georgia,Mostly False,3,1
5204,New Jersey,False,4,1
5205,Texas,Half-True,2,0
5206,Rhode Island,Mostly True,1,0
5209,Georgia,Mostly True,1,0
5210,New Jersey,True,0,0
5212,Oregon,True,0,0
5213,New Jersey,True,0,0
5215,Wisconsin,Half-True,2,0
5217,Florida,False,4,1
5218,Texas,Mostly True,1,0
5219,Virginia,Mostly False,3,1
5221,Ohio,Mostly False,3,1
5222,Florida,False,4,1
5223,Florida,True,0,0
5224,New Jersey,Mostly True,1,0
5225,Georgia,Mostly False,3,1
5226,Texas,Mostly True,1,0
5227,Virginia,True,0,0
5228,New Jersey,Mostly True,1,0
5229,Wisconsin,Mostly False,3,1
5230,Rhode Island,False,4,1
5232,Florida,Half-True,2,0
5233,Oregon,Half-True,2,0
5234,Wisconsin,Half-True,2,0
5235,Georgia,Mostly True,1,0
5236,Virginia,Half-True,2,0
5237,Wisconsin,Mostly True,1,0
5238,Georgia,True,0,0
5239,Ohio,True,0,0
5240,Wisconsin,Half-True,2,0
5241,Wisconsin,Mostly True,1,0
5242,Rhode Island,True,0,0
5244,Wisconsin,False,4,1
5245,Texas,True,0,0
5246,Wisconsin,Half-True,2,0
5247,Georgia,Mostly False,3,1
5248,Oregon,Pants on Fire!,5,1
5249,Ohio,True,0,0
5251,Florida,Mostly False,3,1
5252,Wisconsin,Half-True,2,0
5253,New Jersey,Half-True,2,0
5254,Ohio,Half-True,2,0
5255,New Jersey,Half-True,2,0
5256,Florida,Pants on Fire!,5,1
5257,New Jersey,Mostly True,1,0
5259,Florida,Mostly True,1,0
5260,Virginia,Mostly False,3,1
5261,Ohio,Pants on Fire!,5,1
5262,Virginia,True,0,0
5266,Rhode Island,True,0,0
5267,Oregon,Half-True,2,0
5268,Georgia,Mostly True,1,0
5271,Ohio,Pants on Fire!,5,1
5272,Rhode Island,Half-True,2,0
5273,Georgia,Mostly False,3,1
5274,Oregon,False,4,1
5275,Florida,Half-True,2,0
5276,Virginia,Mostly True,1,0
5278,New Jersey,False,4,1
5279,Tennessee,Half-True,2,0
5280,New Jersey,True,0,0
5282,Ohio,Mostly True,1,0
5284,Texas,Mostly False,3,1
5285,Oregon,Half-True,2,0
5286,Wisconsin,True,0,0
5287,New Jersey,Mostly True,1,0
5288,Georgia,Half-True,2,0
5289,Florida,True,0,0
5291,New Jersey,Pants on Fire!,5,1
5292,Oregon,Mostly False,3,1
5293,Ohio,True,0,0
5294,Texas,Half-True,2,0
5295,Ohio,True,0,0
5296,New Hampshire,Mostly False,3,1
5297,New Jersey,Half-True,2,0
5298,Rhode Island,True,0,0
5300,Wisconsin,False,4,1
5301,Florida,Half-True,2,0
5302,Texas,True,0,0
5303,Oregon,Mostly False,3,1
5304,Texas,Half-True,2,0
5305,Georgia,True,0,0
5306,Virginia,Mostly False,3,1
5307,Florida,Half-True,2,0
5308,Texas,True,0,0
5310,Georgia,False,4,1
5311,Florida,False,4,1
5312,New Jersey,False,4,1
5315,Georgia,Mostly False,3,1
5316,Florida,Mostly False,3,1
5317,Rhode Island,False,4,1
5318,Ohio,Mostly False,3,1
5320,New Jersey,Half-True,2,0
5321,Texas,Mostly False,3,1
5322,Wisconsin,Pants on Fire!,5,1
5323,Ohio,False,4,1
5324,Texas,Mostly False,3,1
5325,Texas,True,0,0
5326,Tennessee,False,4,1
5328,New Jersey,False,4,1
5329,Georgia,Half-True,2,0
5330,New Jersey,False,4,1
5331,Oregon,Mostly False,3,1
5332,Tennessee,False,4,1
5333,Rhode Island,Half-True,2,0
5335,Georgia,Pants on Fire!,5,1
5336,Florida,False,4,1
5337,Oregon,Pants on Fire!,5,1
5338,Rhode Island,Half-True,2,0
5339,Ohio,Mostly True,1,0
5341,Georgia,Mostly True,1,0
5343,Texas,Mostly False,3,1
5344,Oregon,Half-True,2,0
5345,Ohio,Pants on Fire!,5,1
5346,New Jersey,Mostly True,1,0
5347,Florida,False,4,1
5348,Georgia,True,0,0
5349,Virginia,Mostly True,1,0
5350,Oregon,True,0,0
5352,Texas,Mostly True,1,0
5353,Texas,Mostly True,1,0
5354,Florida,Half-True,2,0
5355,Wisconsin,Mostly False,3,1
5356,Rhode Island,True,0,0
5357,New Jersey,True,0,0
5360,Ohio,Mostly False,3,1
5361,Texas,Pants on Fire!,5,1
5363,Texas,True,0,0
5364,Florida,Mostly False,3,1
5365,Florida,Half-True,2,0
5366,Ohio,True,0,0
5367,Wisconsin,False,4,1
5368,Florida,Half-True,2,0
5369,Wisconsin,False,4,1
5371,New Jersey,Mostly False,3,1
5372,Wisconsin,False,4,1
5373,Wisconsin,False,4,1
5374,Rhode Island,Half-True,2,0
5376,New Jersey,Mostly False,3,1
5377,Ohio,True,0,0
5379,Tennessee,Mostly True,1,0
5380,Florida,Mostly True,1,0
5381,Wisconsin,Half-True,2,0
5382,Georgia,Mostly True,1,0
5383,Virginia,False,4,1
5384,Wisconsin,Half-True,2,0
5385,Ohio,Half-True,2,0
5386,Ohio,True,0,0
5387,Virginia,Mostly True,1,0
5388,Georgia,Mostly True,1,0
5389,Tennessee,True,0,0
5391,Texas,Mostly False,3,1
5392,Texas,Half-True,2,0
5396,New Jersey,True,0,0
5397,Ohio,Pants on Fire!,5,1
5398,Georgia,False,4,1
5399,Florida,True,0,0
5400,Oregon,Mostly True,1,0
5401,Texas,False,4,1
5402,Texas,Pants on Fire!,5,1
5403,Florida,Pants on Fire!,5,1
5404,New Jersey,Mostly True,1,0
5405,New Jersey,False,4,1
5406,Texas,Mostly False,3,1
5408,Rhode Island,Pants on Fire!,5,1
5409,Tennessee,False,4,1
5410,Ohio,Half-True,2,0
5411,New Jersey,Pants on Fire!,5,1
5413,New Jersey,Half-True,2,0
5414,Wisconsin,Half-True,2,0
5415,Georgia,True,0,0
5416,Florida,Pants on Fire!,5,1
5417,Florida,Mostly False,3,1
5418,Wisconsin,Half-True,2,0
5419,Oregon,Mostly False,3,1
5420,Virginia,Half-True,2,0
5421,Rhode Island,Mostly True,1,0
5422,Georgia,True,0,0
5424,Georgia,True,0,0
5425,Oregon,True,0,0
5426,Tennessee,Mostly False,3,1
5427,Texas,Half-True,2,0
5430,Texas,True,0,0
5431,Rhode Island,True,0,0
5432,Texas,Mostly False,3,1
5433,Ohio,False,4,1
5435,Florida,True,0,0
5436,Wisconsin,Mostly False,3,1
5437,Georgia,False,4,1
5438,Virginia,Mostly True,1,0
5439,Florida,False,4,1
5440,New Jersey,True,0,0
5441,Georgia,Pants on Fire!,5,1
5442,Rhode Island,Mostly True,1,0
5443,Wisconsin,False,4,1
5444,Ohio,Mostly True,1,0
5445,Tennessee,True,0,0
5446,Texas,Half-True,2,0
5447,Texas,False,4,1
5448,Texas,Mostly True,1,0
5449,Georgia,True,0,0
5450,Georgia,Half-True,2,0
